jour_de_tirage;date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant
vendredi;2008-11-21;50;49;21;9;14;8;3;-9-14-21-49-50-;-3-8-
vendredi;2008-11-14;14;26;10;8;21;4;3;-8-10-14-21-26-;-3-4-
vendredi;2008-11-07;9;1;17;12;18;3;4;-1-9-12-17-18-;-3-4-
vendredi;2008-10-31;34;25;3;41;18;5;2;-3-18-25-34-41-;-2-5-
vendredi;2008-10-24;45;7;15;16;17;6;9;-7-15-16-17-45-;-6-9-
vendredi;2008-10-17;50;12;10;3;42;1;5;-3-10-12-42-50-;-1-5-
vendredi;2008-10-10;15;31;22;4;41;6;1;-4-15-22-31-41-;-1-6-
vendredi;2008-10-03;4;38;13;19;23;2;3;-4-13-19-23-38-;-2-3-
vendredi;2008-09-26;31;29;33;14;37;2;1;-14-29-31-33-37-;-1-2-
vendredi;2008-09-19;14;16;19;31;20;9;6;-14-16-19-20-31-;-6-9-
vendredi;2008-09-12;23;33;37;19;50;7;3;-19-23-33-37-50-;-3-7-
vendredi;2008-09-05;17;12;39;16;7;3;8;-7-12-16-17-39-;-3-8-
vendredi;2008-08-29;2;20;37;25;39;8;5;-2-20-25-37-39-;-5-8-
vendredi;2008-08-22;50;27;29;39;7;7;5;-7-27-29-39-50-;-5-7-
vendredi;2008-08-15;18;11;17;26;31;6;5;-11-17-18-26-31-;-5-6-
vendredi;2008-08-08;15;5;16;45;4;7;4;-4-5-15-16-45-;-4-7-
vendredi;2008-08-01;25;40;22;50;1;1;8;-1-22-25-40-50-;-1-8-
vendredi;2008-07-25;29;7;15;24;11;7;2;-7-11-15-24-29-;-2-7-
vendredi;2008-07-18;16;14;44;10;29;6;5;-10-14-16-29-44-;-5-6-
vendredi;2008-07-11;37;19;11;13;9;3;4;-9-11-13-19-37-;-3-4-
vendredi;2008-07-04;19;22;48;7;27;7;5;-7-19-22-27-48-;-5-7-
vendredi;2008-06-27;20;44;5;50;26;5;7;-5-20-26-44-50-;-5-7-
vendredi;2008-06-20;11;8;36;37;45;3;5;-8-11-36-37-45-;-3-5-
vendredi;2008-06-13;16;37;44;50;13;9;1;-13-16-37-44-50-;-1-9-
vendredi;2008-06-06;21;40;19;50;7;2;9;-7-19-21-40-50-;-2-9-
vendredi;2008-05-30;14;20;49;7;5;8;2;-5-7-14-20-49-;-2-8-
vendredi;2008-05-23;5;38;9;19;21;1;7;-5-9-19-21-38-;-1-7-
vendredi;2008-05-16;6;38;9;25;15;4;9;-6-9-15-25-38-;-4-9-
vendredi;2008-05-09;8;9;42;40;45;7;6;-8-9-40-42-45-;-6-7-
vendredi;2008-05-02;26;48;45;37;2;8;4;-2-26-37-45-48-;-4-8-
vendredi;2008-04-25;4;30;26;19;27;8;3;-4-19-26-27-30-;-3-8-
vendredi;2008-04-18;27;6;7;50;3;5;9;-3-6-7-27-50-;-5-9-
vendredi;2008-04-11;50;30;25;45;6;5;7;-6-25-30-45-50-;-5-7-
vendredi;2008-04-04;18;37;47;13;11;6;1;-11-13-18-37-47-;-1-6-
vendredi;2008-03-28;39;9;29;5;17;3;6;-5-9-17-29-39-;-3-6-
vendredi;2008-03-21;10;2;22;18;36;6;4;-2-10-18-22-36-;-4-6-
vendredi;2008-03-14;13;48;35;21;25;4;8;-13-21-25-35-48-;-4-8-
vendredi;2008-03-07;14;17;7;35;2;6;1;-2-7-14-17-35-;-1-6-
vendredi;2008-02-29;37;47;49;40;12;9;2;-12-37-40-47-49-;-2-9-
vendredi;2008-02-22;46;50;4;27;32;8;9;-4-27-32-46-50-;-8-9-
vendredi;2008-02-15;27;45;12;29;46;7;4;-12-27-29-45-46-;-4-7-
vendredi;2008-02-08;17;38;28;44;30;1;4;-17-28-30-38-44-;-1-4-
vendredi;2008-02-01;30;49;45;47;22;4;9;-22-30-45-47-49-;-4-9-
vendredi;2008-01-25;2;19;9;45;6;7;8;-2-6-9-19-45-;-7-8-
vendredi;2008-01-18;46;40;16;14;23;8;4;-14-16-23-40-46-;-4-8-
vendredi;2008-01-11;24;36;50;8;49;4;8;-8-24-36-49-50-;-4-8-
vendredi;2008-01-04;41;24;10;12;25;3;5;-10-12-24-25-41-;-3-5-
vendredi;2007-12-28;45;31;20;22;21;9;7;-20-21-22-31-45-;-7-9-
vendredi;2007-12-21;37;7;44;28;9;7;6;-7-9-28-37-44-;-6-7-
vendredi;2007-12-14;8;30;36;25;44;4;3;-8-25-30-36-44-;-3-4-
vendredi;2007-12-07;48;43;4;2;32;1;7;-2-4-32-43-48-;-1-7-
vendredi;2007-11-30;38;20;12;19;30;9;7;-12-19-20-30-38-;-7-9-
vendredi;2007-11-23;22;2;48;29;10;9;3;-2-10-22-29-48-;-3-9-
vendredi;2007-11-16;23;18;33;37;9;1;8;-9-18-23-33-37-;-1-8-
vendredi;2007-11-09;14;25;36;5;22;6;5;-5-14-22-25-36-;-5-6-
vendredi;2007-11-02;40;16;3;19;18;2;1;-3-16-18-19-40-;-1-2-
vendredi;2007-10-26;20;7;38;40;43;8;1;-7-20-38-40-43-;-1-8-
vendredi;2007-10-19;7;18;34;35;40;7;8;-7-18-34-35-40-;-7-8-
vendredi;2007-10-12;36;47;21;32;46;3;4;-21-32-36-46-47-;-3-4-
vendredi;2007-10-05;20;27;35;44;11;5;2;-11-20-27-35-44-;-2-5-
vendredi;2007-09-28;22;34;44;30;35;4;5;-22-30-34-35-44-;-4-5-
vendredi;2007-09-21;35;37;17;1;32;8;1;-1-17-32-35-37-;-1-8-
vendredi;2007-09-14;33;29;5;9;11;7;9;-5-9-11-29-33-;-7-9-
vendredi;2007-09-07;42;3;34;2;33;5;3;-2-3-33-34-42-;-3-5-
vendredi;2007-08-31;22;37;23;18;6;6;5;-6-18-22-23-37-;-5-6-
vendredi;2007-08-24;16;3;42;1;48;2;3;-1-3-16-42-48-;-2-3-
vendredi;2007-08-17;2;13;42;3;38;7;8;-2-3-13-38-42-;-7-8-
vendredi;2007-08-10;40;43;49;42;23;6;2;-23-40-42-43-49-;-2-6-
vendredi;2007-08-03;41;33;37;30;10;1;8;-10-30-33-37-41-;-1-8-
vendredi;2007-07-27;4;29;21;1;41;8;7;-1-4-21-29-41-;-7-8-
vendredi;2007-07-20;50;26;10;21;25;9;4;-10-21-25-26-50-;-4-9-
vendredi;2007-07-13;13;9;31;15;48;6;3;-9-13-15-31-48-;-3-6-
vendredi;2007-07-06;39;41;4;19;5;9;8;-4-5-19-39-41-;-8-9-
vendredi;2007-06-29;28;8;33;45;12;1;3;-8-12-28-33-45-;-1-3-
vendredi;2007-06-22;22;17;16;11;34;5;6;-11-16-17-22-34-;-5-6-
vendredi;2007-06-15;5;14;40;7;21;3;8;-5-7-14-21-40-;-3-8-
vendredi;2007-06-08;15;17;25;45;1;8;2;-1-15-17-25-45-;-2-8-
vendredi;2007-06-01;22;41;42;37;6;6;9;-6-22-37-41-42-;-6-9-
vendredi;2007-05-25;49;26;50;29;25;8;7;-25-26-29-49-50-;-7-8-
vendredi;2007-05-18;49;37;34;26;39;2;6;-26-34-37-39-49-;-2-6-
vendredi;2007-05-11;12;26;49;7;29;6;2;-7-12-26-29-49-;-2-6-
vendredi;2007-05-04;17;41;35;6;45;1;5;-6-17-35-41-45-;-1-5-
vendredi;2007-04-27;44;18;7;36;27;1;2;-7-18-27-36-44-;-1-2-
vendredi;2007-04-20;41;26;32;45;23;3;7;-23-26-32-41-45-;-3-7-
vendredi;2007-04-13;20;41;38;7;25;3;7;-7-20-25-38-41-;-3-7-
vendredi;2007-04-06;41;48;29;23;15;6;3;-15-23-29-41-48-;-3-6-
vendredi;2007-03-30;19;9;46;17;41;1;8;-9-17-19-41-46-;-1-8-
vendredi;2007-03-23;43;17;5;40;13;3;1;-5-13-17-40-43-;-1-3-
vendredi;2007-03-16;45;4;31;49;14;9;4;-4-14-31-45-49-;-4-9-
vendredi;2007-03-09;43;25;3;2;48;9;6;-2-3-25-43-48-;-6-9-
vendredi;2007-03-02;3;16;48;34;38;8;5;-3-16-34-38-48-;-5-8-
vendredi;2007-02-23;20;2;22;18;15;5;2;-2-15-18-20-22-;-2-5-
vendredi;2007-02-16;19;39;20;50;8;6;9;-8-19-20-39-50-;-6-9-
vendredi;2007-02-09;36;16;46;30;14;8;2;-14-16-30-36-46-;-2-8-
vendredi;2007-02-02;36;14;27;23;30;1;6;-14-23-27-30-36-;-1-6-
vendredi;2007-01-26;38;11;23;15;30;4;9;-11-15-23-30-38-;-4-9-
vendredi;2007-01-19;27;5;13;33;42;4;2;-5-13-27-33-42-;-2-4-
vendredi;2007-01-12;14;8;25;19;11;3;5;-8-11-14-19-25-;-3-5-
vendredi;2007-01-05;17;45;36;29;19;6;5;-17-19-29-36-45-;-5-6-
vendredi;2006-12-29;14;9;6;13;35;3;4;-6-9-13-14-35-;-3-4-
vendredi;2006-12-22;20;11;43;9;38;2;3;-9-11-20-38-43-;-2-3-
vendredi;2006-12-15;35;37;9;42;23;3;7;-9-23-35-37-42-;-3-7-
vendredi;2006-12-08;47;36;17;16;18;1;2;-16-17-18-36-47-;-1-2-
vendredi;2006-12-01;16;37;8;41;4;2;5;-4-8-16-37-41-;-2-5-
vendredi;2006-11-24;8;5;40;25;17;5;1;-5-8-17-25-40-;-1-5-
vendredi;2006-11-17;36;12;33;22;32;2;6;-12-22-32-33-36-;-2-6-
vendredi;2006-11-10;36;30;14;27;21;2;3;-14-21-27-30-36-;-2-3-
vendredi;2006-11-03;13;11;44;24;49;9;3;-11-13-24-44-49-;-3-9-
vendredi;2006-10-27;3;50;44;4;8;8;7;-3-4-8-44-50-;-7-8-
vendredi;2006-10-20;10;34;47;19;45;6;3;-10-19-34-45-47-;-3-6-
vendredi;2006-10-13;2;32;38;41;25;5;3;-2-25-32-38-41-;-3-5-
vendredi;2006-10-06;5;35;11;22;38;7;8;-5-11-22-35-38-;-7-8-
vendredi;2006-09-29;1;3;24;6;18;5;8;-1-3-6-18-24-;-5-8-
vendredi;2006-09-22;30;45;49;29;10;8;3;-10-29-30-45-49-;-3-8-
vendredi;2006-09-15;10;49;26;6;16;7;9;-6-10-16-26-49-;-7-9-
vendredi;2006-09-08;12;10;32;33;1;8;1;-1-10-12-32-33-;-1-8-
vendredi;2006-09-01;25;50;7;45;3;9;6;-3-7-25-45-50-;-6-9-
vendredi;2006-08-25;47;10;28;48;40;8;6;-10-28-40-47-48-;-6-8-
vendredi;2006-08-18;37;40;50;12;39;1;2;-12-37-39-40-50-;-1-2-
vendredi;2006-08-11;47;31;46;28;27;5;2;-27-28-31-46-47-;-2-5-
vendredi;2006-08-04;26;15;32;14;1;7;3;-1-14-15-26-32-;-3-7-
vendredi;2006-07-28;3;43;29;8;12;6;7;-3-8-12-29-43-;-6-7-
vendredi;2006-07-21;50;4;38;2;9;8;6;-2-4-9-38-50-;-6-8-
vendredi;2006-07-14;1;31;7;17;36;8;2;-1-7-17-31-36-;-2-8-
vendredi;2006-07-07;35;9;7;43;18;7;5;-7-9-18-35-43-;-5-7-
vendredi;2006-06-30;16;6;15;40;43;1;2;-6-15-16-40-43-;-1-2-
vendredi;2006-06-23;44;30;9;21;43;9;1;-9-21-30-43-44-;-1-9-
vendredi;2006-06-16;26;36;1;16;30;9;3;-1-16-26-30-36-;-3-9-
vendredi;2006-06-09;3;34;39;15;12;4;6;-3-12-15-34-39-;-4-6-
vendredi;2006-06-02;41;7;48;27;8;6;1;-7-8-27-41-48-;-1-6-
vendredi;2006-05-26;21;41;12;2;49;3;7;-2-12-21-41-49-;-3-7-
vendredi;2006-05-19;49;34;25;3;5;8;5;-3-5-25-34-49-;-5-8-
vendredi;2006-05-12;23;5;20;34;50;1;5;-5-20-23-34-50-;-1-5-
vendredi;2006-05-05;8;50;16;4;14;9;3;-4-8-14-16-50-;-3-9-
vendredi;2006-04-28;17;5;33;22;10;7;5;-5-10-17-22-33-;-5-7-
vendredi;2006-04-21;46;1;22;20;37;1;9;-1-20-22-37-46-;-1-9-
vendredi;2006-04-14;34;35;26;16;49;6;2;-16-26-34-35-49-;-2-6-
vendredi;2006-04-07;13;12;29;50;44;4;5;-12-13-29-44-50-;-4-5-
vendredi;2006-03-31;50;3;45;20;31;7;6;-3-20-31-45-50-;-6-7-
vendredi;2006-03-24;17;47;28;33;35;4;9;-17-28-33-35-47-;-4-9-
vendredi;2006-03-17;50;44;5;45;32;7;1;-5-32-44-45-50-;-1-7-
vendredi;2006-03-10;1;33;21;45;49;4;8;-1-21-33-45-49-;-4-8-
vendredi;2006-03-03;5;44;10;8;3;3;5;-3-5-8-10-44-;-3-5-
vendredi;2006-02-24;18;19;1;47;11;7;3;-1-11-18-19-47-;-3-7-
vendredi;2006-02-17;4;23;38;24;26;4;2;-4-23-24-26-38-;-2-4-
vendredi;2006-02-10;5;38;6;48;50;6;7;-5-6-38-48-50-;-6-7-
vendredi;2006-02-03;30;39;9;21;50;3;1;-9-21-30-39-50-;-1-3-
vendredi;2006-01-27;9;21;15;40;49;4;1;-9-15-21-40-49-;-1-4-
vendredi;2006-01-20;15;12;50;33;44;6;2;-12-15-33-44-50-;-2-6-
vendredi;2006-01-13;12;19;33;34;8;1;6;-8-12-19-33-34-;-1-6-
vendredi;2006-01-06;6;26;14;9;2;4;5;-2-6-9-14-26-;-4-5-
vendredi;2005-12-30;19;45;43;8;16;1;4;-8-16-19-43-45-;-1-4-
vendredi;2005-12-23;31;42;37;36;15;1;7;-15-31-36-37-42-;-1-7-
vendredi;2005-12-16;2;18;3;15;32;7;6;-2-3-15-18-32-;-6-7-
vendredi;2005-12-09;11;42;38;35;18;1;5;-11-18-35-38-42-;-1-5-
vendredi;2005-12-02;1;30;20;9;23;4;7;-1-9-20-23-30-;-4-7-
vendredi;2005-11-25;27;39;47;6;1;6;1;-1-6-27-39-47-;-1-6-
vendredi;2005-11-18;34;17;18;48;25;3;2;-17-18-25-34-48-;-2-3-
vendredi;2005-11-11;41;16;36;42;15;5;3;-15-16-36-41-42-;-3-5-
vendredi;2005-11-04;38;42;36;37;26;2;6;-26-36-37-38-42-;-2-6-
vendredi;2005-10-28;14;50;47;44;36;3;5;-14-36-44-47-50-;-3-5-
vendredi;2005-10-21;19;14;33;1;29;1;8;-1-14-19-29-33-;-1-8-
vendredi;2005-10-14;10;19;11;23;20;6;1;-10-11-19-20-23-;-1-6-
vendredi;2005-10-07;26;44;21;13;2;3;9;-2-13-21-26-44-;-3-9-
vendredi;2005-09-30;11;50;48;6;47;1;6;-6-11-47-48-50-;-1-6-
vendredi;2005-09-23;1;31;34;26;47;4;9;-1-26-31-34-47-;-4-9-
vendredi;2005-09-16;19;38;12;13;21;3;9;-12-13-19-21-38-;-3-9-
vendredi;2005-09-09;31;12;50;19;8;7;6;-8-12-19-31-50-;-6-7-
vendredi;2005-09-02;43;3;4;50;14;3;6;-3-4-14-43-50-;-3-6-
vendredi;2005-08-26;29;35;40;41;9;6;1;-9-29-35-40-41-;-1-6-
vendredi;2005-08-19;41;29;11;24;31;3;1;-11-24-29-31-41-;-1-3-
vendredi;2005-08-12;37;23;40;15;30;7;9;-15-23-30-37-40-;-7-9-
vendredi;2005-08-05;21;11;2;22;30;4;6;-2-11-21-22-30-;-4-6-
vendredi;2005-07-29;50;3;19;49;26;5;4;-3-19-26-49-50-;-4-5-
vendredi;2005-07-22;49;14;41;3;48;1;4;-3-14-41-48-49-;-1-4-
vendredi;2005-07-15;42;23;1;11;12;6;3;-1-11-12-23-42-;-3-6-
vendredi;2005-07-08;42;46;36;35;49;8;2;-35-36-42-46-49-;-2-8-
vendredi;2005-07-01;23;28;5;4;25;3;4;-4-5-23-25-28-;-3-4-
vendredi;2005-06-24;6;15;8;14;45;7;8;-6-8-14-15-45-;-7-8-
vendredi;2005-06-17;8;4;10;21;18;7;1;-4-8-10-18-21-;-1-7-
vendredi;2005-06-10;37;32;47;7;6;7;1;-6-7-32-37-47-;-1-7-
vendredi;2005-06-03;8;11;3;17;50;5;1;-3-8-11-17-50-;-1-5-
vendredi;2005-05-27;50;48;31;2;24;9;4;-2-24-31-48-50-;-4-9-
vendredi;2005-05-20;28;6;47;7;13;8;5;-6-7-13-28-47-;-5-8-
vendredi;2005-05-13;12;40;31;17;32;9;2;-12-17-31-32-40-;-2-9-
vendredi;2005-05-06;44;21;12;7;26;6;8;-7-12-21-26-44-;-6-8-
vendredi;2005-04-29;42;35;9;3;39;1;8;-3-9-35-39-42-;-1-8-
vendredi;2005-04-22;13;10;24;47;3;9;5;-3-10-13-24-47-;-5-9-
vendredi;2005-04-15;6;31;42;38;28;9;3;-6-28-31-38-42-;-3-9-
vendredi;2005-04-08;31;50;25;11;7;3;1;-7-11-25-31-50-;-1-3-
vendredi;2005-04-01;26;44;47;25;41;3;7;-25-26-41-44-47-;-3-7-
vendredi;2005-03-25;29;33;38;4;37;9;6;-4-29-33-37-38-;-6-9-
vendredi;2005-03-18;48;39;23;6;43;5;7;-6-23-39-43-48-;-5-7-
vendredi;2005-03-11;40;12;43;23;8;1;4;-8-12-23-40-43-;-1-4-
vendredi;2005-03-04;12;32;37;39;24;7;9;-12-24-32-37-39-;-7-9-
vendredi;2005-02-25;43;3;27;44;30;8;4;-3-27-30-43-44-;-4-8-
vendredi;2005-02-18;32;46;20;21;26;8;9;-20-21-26-32-46-;-8-9-
vendredi;2005-02-11;11;13;25;32;50;7;4;-11-13-25-32-50-;-4-7-
vendredi;2005-02-04;11;1;40;30;8;7;8;-1-8-11-30-40-;-7-8-
vendredi;2005-01-28;26;21;7;43;45;5;7;-7-21-26-43-45-;-5-7-
vendredi;2005-01-21;12;14;10;26;24;8;5;-10-12-14-24-26-;-5-8-
vendredi;2005-01-14;11;14;29;6;19;3;1;-6-11-14-19-29-;-1-3-
vendredi;2005-01-07;50;27;47;3;23;3;2;-3-23-27-47-50-;-2-3-
vendredi;2004-12-31;8;7;47;25;24;8;9;-7-8-24-25-47-;-8-9-
vendredi;2004-12-24;3;27;29;4;37;6;5;-3-4-27-29-37-;-5-6-
vendredi;2004-12-17;49;22;19;15;46;9;2;-15-19-22-46-49-;-2-9-
vendredi;2004-12-10;3;13;43;1;16;7;2;-1-3-13-16-43-;-2-7-
vendredi;2004-12-03;15;42;11;1;49;4;3;-1-11-15-42-49-;-3-4-
vendredi;2004-11-26;24;1;34;4;36;8;6;-1-4-24-34-36-;-6-8-
vendredi;2004-11-19;37;29;34;18;1;6;2;-1-18-29-34-37-;-2-6-
vendredi;2004-11-12;12;13;4;32;11;9;3;-4-11-12-13-32-;-3-9-
vendredi;2004-11-05;25;42;49;19;6;1;7;-6-19-25-42-49-;-1-7-
vendredi;2004-10-29;32;1;38;35;8;9;4;-1-8-32-35-38-;-4-9-
vendredi;2004-10-22;9;25;1;40;23;3;9;-1-9-23-25-40-;-3-9-
vendredi;2004-10-15;37;21;14;43;22;5;8;-14-21-22-37-43-;-5-8-
vendredi;2004-10-08;12;10;48;1;16;2;6;-1-10-12-16-48-;-2-6-
vendredi;2004-10-01;48;20;45;21;12;6;5;-12-20-21-45-48-;-5-6-
vendredi;2004-09-24;48;21;26;27;44;1;7;-21-26-27-44-48-;-1-7-
vendredi;2004-09-17;41;39;15;18;29;8;5;-15-18-29-39-41-;-5-8-
vendredi;2004-09-10;5;38;36;25;33;5;2;-5-25-33-36-38-;-2-5-
vendredi;2004-09-03;14;12;15;34;8;7;6;-8-12-14-15-34-;-6-7-
vendredi;2004-08-27;28;1;44;22;11;1;9;-1-11-22-28-44-;-1-9-
vendredi;2004-08-20;27;10;35;9;6;6;8;-6-9-10-27-35-;-6-8-
vendredi;2004-08-13;20;27;41;43;50;5;8;-20-27-41-43-50-;-5-8-
vendredi;2004-08-06;5;35;44;15;24;6;5;-5-15-24-35-44-;-5-6-
vendredi;2004-07-30;50;10;9;19;37;6;1;-9-10-19-37-50-;-1-6-
vendredi;2004-07-23;10;27;7;34;31;8;3;-7-10-27-31-34-;-3-8-
vendredi;2004-07-16;26;50;31;24;38;8;5;-24-26-31-38-50-;-5-8-
vendredi;2004-07-09;44;19;5;12;2;8;9;-2-5-12-19-44-;-8-9-
vendredi;2004-07-02;4;28;24;23;34;1;3;-4-23-24-28-34-;-1-3-
vendredi;2004-06-25;30;21;35;3;34;1;2;-3-21-30-34-35-;-1-2-
vendredi;2004-06-18;28;2;40;23;43;6;2;-2-23-28-40-43-;-2-6-
vendredi;2004-06-11;7;2;47;10;8;1;7;-2-7-8-10-47-;-1-7-
vendredi;2004-06-04;41;42;34;13;9;7;3;-9-13-34-41-42-;-3-7-
vendredi;2004-05-28;41;44;6;35;11;6;5;-6-11-35-41-44-;-5-6-
vendredi;2004-05-21;37;39;29;15;49;4;9;-15-29-37-39-49-;-4-9-
vendredi;2004-05-14;32;3;1;39;21;2;6;-1-3-21-32-39-;-2-6-
vendredi;2004-05-07;38;36;15;16;21;1;5;-15-16-21-36-38-;-1-5-
vendredi;2004-04-30;27;16;6;5;23;7;6;-5-6-16-23-27-;-6-7-
vendredi;2004-04-23;45;21;6;49;10;5;3;-6-10-21-45-49-;-3-5-
vendredi;2004-04-16;28;40;14;15;35;3;1;-14-15-28-35-40-;-1-3-
vendredi;2004-04-09;23;19;10;1;4;2;8;-1-4-10-19-23-;-2-8-
vendredi;2004-04-02;4;24;12;36;27;2;9;-4-12-24-27-36-;-2-9-
vendredi;2004-03-26;23;43;3;4;10;2;4;-3-4-10-23-43-;-2-4-
vendredi;2004-03-19;42;45;33;37;36;9;4;-33-36-37-42-45-;-4-9-
vendredi;2004-03-12;44;47;15;28;24;4;5;-15-24-28-44-47-;-4-5-
vendredi;2004-03-05;39;37;4;7;33;5;1;-4-7-33-37-39-;-1-5-
vendredi;2004-02-27;37;19;18;14;31;5;4;-14-18-19-31-37-;-4-5-
vendredi;2004-02-20;13;50;47;7;39;2;5;-7-13-39-47-50-;-2-5-
vendredi;2004-02-13;32;16;29;41;36;9;7;-16-29-32-36-41-;-7-9-
